aX,aY,aZ,gX,gY,gZ
0.175,0.115,0.757,-88.684,62.866,74.402
0.187,0.147,0.747,-87.952,61.89,74.768
0.197,0.176,0.732,-87.341,60.303,75.562
0.21,0.208,0.71,-86.182,58.044,76.538
0.212,0.241,0.69,-85.083,54.626,76.782
0.206,0.263,0.685,-83.801,51.147,76.904
0.202,0.283,0.676,-82.031,48.462,77.576
0.198,0.322,0.655,-78.552,46.631,77.82
0.206,0.337,0.643,-75.012,45.593,78.064
0.22,0.36,0.623,-72.388,43.762,77.881
0.224,0.379,0.614,-69.641,40.833,76.782
0.224,0.392,0.604,-67.505,37.537,75.195
0.217,0.414,0.592,-64.697,33.569,72.937
0.204,0.43,0.584,-62.256,29.907,69.763
0.195,0.455,0.571,-59.631,27.588,66.528
0.191,0.469,0.564,-56.091,25.94,63.232
0.187,0.476,0.552,-52.49,25.024,60.791
0.186,0.49,0.537,-48.401,24.048,58.228
0.186,0.495,0.54,-45.349,22.949,55.298
0.182,0.505,0.54,-43.579,21.729,51.941
0.169,0.526,0.542,-41.748,20.02,48.279
0.166,0.549,0.537,-40.1,19.47,45.898
0.174,0.582,0.529,-36.926,18.86,44.617
0.18,0.589,0.539,-33.508,18.066,41.931
0.18,0.592,0.531,-29.846,17.09,38.147
0.179,0.609,0.534,-24.597,15.381,34.485
0.19,0.59,0.556,-20.081,14.832,31.25
0.208,0.573,0.589,-16.907,15.137,28.564
0.226,0.573,0.622,-15.076,14.832,25.452
0.233,0.584,0.656,-13.672,13.367,21.667
0.225,0.614,0.666,-10.742,11.536,18.677
0.211,0.593,0.681,-7.446,10.62,15.93
0.221,0.569,0.691,-5.92,11.536,14.16
0.244,0.566,0.693,-4.639,12.329,12.512
0.256,0.55,0.708,-4.333,12.634,10.498
0.271,0.551,0.688,-4.028,12.085,9.277
0.281,0.531,0.671,-3.845,9.949,8.057
0.286,0.499,0.673,-6.348,8.179,7.629
0.288,0.5,0.686,-9.399,6.531,8.179
0.289,0.523,0.701,-12.512,4.883,8.179
0.291,0.544,0.719,-14.038,3.54,7.935
0.302,0.555,0.731,-13.245,2.93,7.935
0.308,0.558,0.74,-11.78,2.808,7.69
0.31,0.555,0.747,-10.071,2.38,7.446
0.31,0.565,0.761,-8.85,1.892,7.568
0.307,0.564,0.782,-9.094,1.587,7.812
0.302,0.575,0.767,-10.01,1.16,7.69
0.301,0.594,0.733,-10.437,-0.061,7.324
0.294,0.615,0.713,-11.292,-1.709,7.202
0.283,0.641,0.714,-12.024,-2.808,7.69
0.28,0.651,0.737,-11.841,-2.502,7.69
